DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
E000040.001,"Haywood, Eliza Fowler",Eliza Haywood,,,,,,Q1559438,female,Great Britain,,essay,"novelist, poet, writer, playwright, essayist, actor, stage actor, editor",,,English,,,1,1751,The history of Miss Betsy Thoughtless,NA,Gutenberg
E000041.001,"Haywood, Eliza Fowler",Eliza Haywood,,,,,,Q1559438,female,Great Britain,,essay,"novelist, poet, writer, playwright, essayist, actor, stage actor, editor",,,English,,,1,1725,Fantomina,NA,Upenn
E000042.001,"Haywood, Eliza Fowler",Eliza Haywood,,,,,,Q1559438,female,Great Britain,,essay,"novelist, poet, writer, playwright, essayist, actor, stage actor, editor",,,English,,,1,1748,"Life's progress through the passions: or, the adventures of natura",NA,Gutenberg
E000043.001,"Haywood, Eliza Fowler",Eliza Haywood,,,,,,Q1559438,female,Great Britain,,essay,"novelist, poet, writer, playwright, essayist, actor, stage actor, editor",,,English,,,1,1744,The fortunate foundlings,NA,Gutenberg
E000044.001,"Holbach, Paul Henry Thiry, Baron d'",Baron d'Holbach,,,,,,Q7104,male,"France, Electoral Palatinate",,philosophy,"philosopher, writer, salonnière, chemist, encyclopédistes, lawyer, translator",,atheism,"French, German, English",atheism,"Royal Prussian Academy of Sciences, Russian Academy of Sciences",1,1768,"Letters to Eugenia; or, a preservative against religious prejudices",NA,Gutenberg
E000045.001,"Holbach, Paul Henry Thiry, Baron d'",Baron d'Holbach,,,,,,Q7104,male,"France, Electoral Palatinate",,philosophy,"philosopher, writer, salonnière, chemist, encyclopédistes, lawyer, translator",,atheism,"French, German, English",atheism,"Royal Prussian Academy of Sciences, Russian Academy of Sciences",1,1770,"The system of nature, or, the laws of the moral and physical world",NA,Gutenberg
E000045.002,"Holbach, Paul Henry Thiry, Baron d'",Baron d'Holbach,,,,,,Q7104,male,"France, Electoral Palatinate",,philosophy,"philosopher, writer, salonnière, chemist, encyclopédistes, lawyer, translator",,atheism,"French, German, English",atheism,"Royal Prussian Academy of Sciences, Russian Academy of Sciences",1,1770,"The system of nature, or, the laws of the moral and physical world",NA,Gutenberg
E000046.001,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.002,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.003,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.004,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.005,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.006,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.007,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.008,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.009,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.010,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.011,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000046.012,"Jefferson, Thomas",Thomas Jefferson,,,,,,Q11812,male,United States of America,,agriculture,"teacher, cryptographer, architect, lawyer, writer, diplomat, politician, philosopher, inventor, farmer, statesperson, archaeologist","Vice President of the United States, United States Secretary of State, United States Ambassador to France, Governor of Virginia, President of the United States, President-elect of the United States, member of the Virginia House of Delegates","deism, Anglicanism","English, French, Italian, Latin",,"American Philosophical Society, American Academy of Arts and Sciences, Académie des Inscriptions et Belles-Lettres, Royal Netherlands Academy of Arts and Sciences, Warsaw Society of Friends of Learning, American Antiquarian Society",1,NA,Works,NA,Liberty Fund
E000047.001,"Johnson, Samuel, 1709-1784.",Samuel Johnson,,,,,,Q183266,male,Great Britain,English people,,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",,Anglicanism,English,,,1,1759,"Rasselas, prince of Abyssinia",NA,Gutenberg
