TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
E000027.001,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798.0,Practical education,,,Gutenberg,111358,8907,0.07998527272400725,111357,56983,0.5117145756440996,64
E000027.002,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798.0,Practical education,,,Gutenberg,103084,8346,0.08096309805595436,103083,52744,0.5116653570423834,66
E000028.001,,,,,Jonathan Edwards,,First Great Awakening,,,,"Isaac Newton, John Locke, Nicolas Malebranche, Cambridge Platonists",,48853.0,,smallpox,British America,Yale University,,Jonathan Edwards (Princeton Portrait).jpg,,,"theologian, philosopher, writer, slave holder",Princeton Cemetery,,,Calvinism,male,Sarah Edwards,,Jonathan Edwards,,,,,,"Edwards, Jonathan",,,Selected sermons,,,Gutenberg,70642,5958,0.08434076045412078,70641,34905,0.4941181466853527,50
E000029.001,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1751.0,Amelia,,,Gutenberg,215295,10030,0.04658724076267447,215294,83781,0.3891469339600732,13
E000030.001,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742.0,Joseph Andrews,,,Gutenberg,64230,6993,0.10887435777673984,64229,36921,0.5748337978171854,3
E000030.002,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742.0,Joseph Andrews,,,Gutenberg,72128,6820,0.09455412599822538,72127,39575,0.5486849584760215,3
E000031.001,,,,,Sarah Fielding,,,,,,,142782,9405.0,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749.0,"The governess; or, the little female academy",,,Gutenberg,50688,4608,0.09090909090909091,50687,27654,0.5455836802335905,1
E000032.001,,,,,Sarah Fielding,,,,,,,142782,9405.0,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749.0,Remarks on Clarissa,,,Gutenberg,16310,2978,0.18258736971183323,16309,11348,0.6958121282727329,9
E000033.001,,,,,David Fordyce,,,,,,,,9877.0,,,Great Britain,,,,,,"philosopher, theologian",,,,,male,,,David Fordyce,,,,,,"Fordyce, David",,1754.0,The elements of moral philosophy,,,Liberty Fund,75449,8291,0.10988879905631618,75448,42618,0.5648658678825151,84
E000034.001,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,127598,11214,0.08788539005313563,127597,68257,0.5349420440919458,25
E000034.002,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,126975,10315,0.08123646387084071,126974,64928,0.5113487800652102,34
E000034.003,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,126975,10315,0.08123646387084071,126974,64928,0.5113487800652102,34
E000034.004,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,124145,9352,0.07533126585847195,124144,60841,0.49008409588864543,28
E000034.005,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,121403,10388,0.08556625454066209,121402,61954,0.5103210820250078,24
E000034.006,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,122827,9661,0.07865534450894347,122826,59872,0.4874537964274665,25
E000034.007,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,128772,9859,0.07656167489826982,128771,63179,0.4906306544175319,21
E000034.008,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,121222,9111,0.07515962449060401,121221,55964,0.46166918273236485,13
E000034.009,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,127885,8370,0.06544942721976776,127884,56446,0.44138437959400706,34
E000034.010,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,117695,9236,0.07847402183610179,117694,56712,0.48185973796455217,24
